short_name,sequence,MOTA,IDF1,HOTA,MT,ML,FP,FN,Rcll,Prcn,AssA,DetA,AssRe,AssPr,DetRe,DetPr,LocA,FAR,IDSW,FM,Rcll,Prcn,runtime,IDP,IDR,IDSWR,detector
Sp_Con,MOT20-04,74.8095,65.8704,51.8673,331,54,3710,64661,76.4083,98.2593,45.7117,59.0151,53.6104,64.4717,62.1058,79.8665,82.4255,1.78365,672,1041,76.4083,98.2593,3100,75.2891,58.5463,,0
sparsetrack_,OVERALL,78.172,77.3269,63.3822,868,114,25108,86720,83.2401,94.4916,62.842,64.1678,68.3039,78.2939,69.7671,79.1974,84.133,5.60572,1116,1356,83.2401,94.4916,366.2,82.553,72.7231,,1
sparsetrack_,MOT20-08,61.543,66.0603,51.4287,71,37,4908,24645,68.1934,91.5009,53.1233,49.9957,57.7081,74.9769,55.0824,73.9087,82.0726,6.08933,245,339,68.1934,91.5009,366.2,77.3495,57.6467,,1
sparsetrack_,MOT20-07,82.49,78.3841,66.8885,89,2,1786,3901,88.2149,94.2361,64.5043,69.9356,69.5102,80.8649,76.3607,81.5728,85.9127,3.05299,109,125,88.2149,94.2361,366.2,81.0592,75.8799,,1
sparsetrack_,MOT20-06,66.4161,63.6998,52.5187,143,57,7118,36983,72.1423,93.0821,50.8262,54.4595,56.0949,72.8939,59.4217,76.6692,83.0004,7.06151,484,501,72.1423,93.0821,366.2,72.9445,56.5349,,1
sparsetrack_,MOT20-04,88.0456,85.9973,70.476,565,18,11296,21191,92.2684,95.7243,68.7423,72.3878,74.4173,80.2341,78.1331,81.0595,84.7702,5.43077,278,391,92.2684,95.7243,366.2,87.6077,84.4449,,1
SORT20,OVERALL,42.6614,45.1287,36.1034,208,326,27521,264694,48.8441,90.1799,35.8846,36.7068,39.4308,66.9142,39.5162,72.9606,80.9847,6.14445,4470,17798,48.8441,90.1799,78.2,64.2245,34.7858,91.5157,0
SORT20,MOT20-08,13.0659,24.2229,19.8607,13,102,10974,55559,28.2962,66.6434,20.6276,19.5032,23.0787,52.6718,22.1121,52.0834,74.3386,13.6154,827,2091,28.2962,66.6434,78.2,40.6365,17.2539,29.2266,0
SORT20,MOT20-07,48.4668,47.2735,36.7023,30,22,1032,15666,52.6721,94.4117,35.1002,39.0515,38.878,67.529,41.5993,74.5724,80.7957,1.7641,360,872,52.6721,94.4117,78.2,66.0042,36.8237,6.83473,0
SORT20,MOT20-06,23.6944,29.5447,23.8759,26,123,12309,87352,34.2016,78.6724,23.9813,24.1464,26.5855,56.5094,26.526,61.0209,76.3012,12.2113,1640,3982,34.2016,78.6724,78.2,48.7525,21.1944,47.951,0
SORT20,MOT20-04,59.5139,56.7295,44.1809,139,79,3206,106117,61.283,98.127,40.5317,48.3617,44.315,70.5603,50.4768,80.8244,83.2134,1.54135,1643,10853,61.283,98.127,78.2,73.7827,46.0793,26.81,0
SGT_mot,OVERALL,72.8056,70.5402,56.9322,798,157,25165,112897,78.181,94.1435,55.2606,58.8444,60.2594,75.4462,63.8162,76.8458,82.2987,5.61844,2649,5486,78.181,94.1435,261,77.7414,64.56,,1
SGT_mot,MOT20-08,54.1105,53.3115,41.2136,51,49,2451,32598,57.9294,94.8222,39.2763,43.4709,44.1046,68.7257,46.2263,75.666,81.0883,3.04094,508,1225,57.9294,94.8222,261,70.2875,42.9405,,1
SGT_mot,MOT20-07,77.8285,71.0532,59.2538,85,3,2283,4775,85.5745,92.5414,54.4546,64.8854,59.9872,73.9329,71.6865,77.5228,83.5626,3.90256,281,359,85.5745,92.5414,261,73.9456,68.3786,,1
SGT_mot,MOT20-06,57.728,56.3587,45.5259,102,86,3298,51976,60.8488,96.0775,43.9987,47.1998,47.8466,71.9011,49.7223,78.5093,82.2375,3.27183,845,1711,60.8488,96.0775,261,72.6733,46.0262,,1
SGT_mot,MOT20-04,84.7871,80.1254,64.5566,560,19,17133,23548,91.4085,93.5992,61.7071,67.7293,67.0068,77.8207,74.665,76.4545,82.3867,8.23702,1015,2191,91.4085,93.5992,261,81.0856,79.1878,,1
SFS,OVERALL,50.7999,41.147,32.7101,341,251,50139,200932,61.167,86.3245,25.072,43.0517,34.5384,47.4389,47.974,67.7905,78.2079,11.1942,3503,7617,61.167,86.3245,44500,49.6087,35.1513,57.2694,0
SFS,MOT20-08,23.8707,31.9632,24.5617,21,70,14008,44270,42.8656,70.3359,21.8713,28.0476,25.7478,53.0925,32.734,53.8997,73.7533,17.3797,710,1282,42.8656,70.3359,44500,42.2049,25.7214,16.5634,0
SFS,MOT20-07,59.394,54.4069,41.4153,43,9,2695,10511,68.2457,89.3415,37.1156,46.7075,42.0413,62.3151,51.495,67.4663,76.4608,4.60684,235,501,68.2457,89.3415,44500,62.8159,47.9834,3.44344,0
SFS,MOT20-06,33.7059,31.7806,26.3658,46,97,18710,68212,48.6189,77.5269,21.0535,33.5152,27.4496,43.9436,37.9987,60.7191,75.4746,18.5615,1088,1945,48.6189,77.5269,44500,41.2288,25.8555,22.3781,0
SFS,MOT20-04,65.6547,46.0843,36.3308,231,75,14726,77939,71.5638,93.0166,25.4071,52.2348,37.195,45.7285,56.6888,73.7181,80.1464,7.07981,1470,3889,71.5638,93.0166,44500,52.9916,40.77,20.5411,0
SelfAT,OVERALL,74.9721,76.5747,62.5619,784,163,15549,113136,78.1348,96.2964,63.2476,62.0698,69.4583,78.9524,66.0745,81.4328,84.6843,3.47153,816,1104,78.1348,96.2964,3600,85.4742,69.3537,,1
SelfAT,MOT20-08,50.5833,60.1982,46.6769,41,71,1028,37132,52.0778,97.5157,52.7594,41.4396,55.445,81.1841,43.125,80.7516,83.5405,1.27543,130,239,52.0778,97.5157,3600,86.4596,46.1734,,1
SelfAT,MOT20-07,81.7981,77.0658,66.0437,85,2,1765,4141,87.4898,94.2555,63.2098,69.6694,67.9586,80.5494,75.9239,81.7952,86.0089,3.01709,119,111,87.4898,94.2555,3600,80.0456,74.2999,,1
SelfAT,MOT20-06,61.9628,65.1237,52.5243,109,74,1604,48620,63.3767,98.1292,54.2487,50.9323,57.5694,80.4418,53.1306,82.2647,84.254,1.59127,273,376,63.3767,98.1292,3600,82.979,53.5919,,1
SelfAT,MOT20-04,87.3437,84.8147,69.7518,549,16,11152,23243,91.5198,95.7434,67.6699,72.0296,75.4979,77.6088,77.6425,81.2257,84.8512,5.36154,294,378,91.5198,95.7434,3600,86.7718,82.9439,,1
RTv1,OVERALL,60.6369,67.9319,55.1139,865,91,112927,85062,83.5605,79.2905,55.7667,54.7428,61.0609,73.3161,68.2973,64.8072,81.2572,25.2125,5686,7934,83.5605,79.2905,1500,66.1962,69.7611,,1
RTv1,MOT20-08,21.6187,50.6186,41.7346,79,28,36457,23131,70.1474,59.8535,46.3893,37.9605,51.7863,67.9025,56.4267,48.1463,78.9353,45.232,1145,1838,70.1474,59.8535,1500,46.9045,54.9713,,1
RTv1,MOT20-07,74.1669,70.5705,57.5476,84,2,3462,4753,85.6409,89.1166,54.0875,61.8892,58.8137,74.4169,70.2776,73.1298,81.7466,5.91795,336,462,85.6409,89.1166,1500,72.0025,69.1943,,1
RTv1,MOT20-06,39.1143,50.6402,42.4338,139,43,42947,35204,73.4824,69.4327,40.6823,44.7147,45.4543,63.6123,59.6693,56.3809,79.1507,42.6062,2679,3241,73.4824,69.4327,1500,49.2448,52.117,,1
RTv1,MOT20-04,80.4582,81.3566,64.6709,563,18,30061,21974,91.9827,89.3465,63.672,65.812,69.1004,77.897,75.593,73.4265,82.5521,14.4524,1526,2393,91.9827,89.3465,1500,80.1907,82.5568,,1
RTU_P2,OVERALL,76.5168,76.7803,62.7677,811,132,19247,101290,80.4243,95.5793,62.6448,63.1044,69.0832,78.0654,67.746,80.5119,84.4431,4.29716,971,1190,80.4243,95.5793,280.3,84.0145,70.6932,,1
RTU_P2,MOT20-08,60.899,63.5498,49.3877,68,40,4726,25286,67.3662,91.6977,49.594,49.4036,54.7817,72.8349,54.2867,73.8941,81.83,5.86352,285,325,67.3662,91.6977,280.3,75.0264,55.1185,,1
RTU_P2,MOT20-07,81.7981,77.0658,66.0437,85,2,1765,4141,87.4898,94.2555,63.2098,69.6694,67.9586,80.5494,75.9239,81.7952,86.0089,3.01709,119,111,87.4898,94.2555,280.3,80.0456,74.2999,,1
RTU_P2,MOT20-06,61.9628,65.1237,52.5243,109,74,1604,48620,63.3767,98.1292,54.2487,50.9323,57.5694,80.4418,53.1306,82.2647,84.254,1.59127,273,376,63.3767,98.1292,280.3,82.979,53.5919,,1
RTU_P2,MOT20-04,87.3437,84.8147,69.7518,549,16,11152,23243,91.5198,95.7434,67.6699,72.0296,75.4979,77.6088,77.6425,81.2257,84.8512,5.36154,294,378,91.5198,95.7434,280.3,86.7718,82.9439,,1
RETracker,OVERALL,62.3602,52.9644,45.2783,605,192,43503,147451,71.503,89.4788,38.6344,53.4,53.309,52.2965,59.2718,74.1727,82.0919,9.71266,3804,9245,71.503,89.4788,150000,59.622,47.6443,,0
RETracker,MOT20-08,35.5054,35.7688,30.35,34,68,8860,40100,48.2474,80.8408,27.7372,33.6946,35.5241,45.586,38.3889,64.3224,79.9582,10.9926,1013,2212,48.2474,80.8408,150000,47.8505,28.5582,,0
RETracker,MOT20-07,76.034,61.1644,51.9713,78,6,1971,5738,82.6652,93.2808,42.9895,63.1008,54.3581,56.7986,69.3088,78.2092,83.886,3.36923,224,421,82.6652,93.2808,150000,65.0917,57.6841,,0
RETracker,MOT20-06,46.5685,40.6012,33.7812,86,73,12215,57169,56.9371,86.0882,27.8282,41.3313,37.1958,44.1161,46.2217,69.8867,81.2025,12.1181,1550,3379,56.9371,86.0882,150000,50.9948,33.727,,0
RETracker,MOT20-04,75.9497,61.2487,52.4695,407,45,20457,44444,83.7845,91.8204,43.2194,64.0192,60.9882,55.3481,70.2843,77.0254,82.5055,9.8351,1017,3233,83.7845,91.8204,150000,64.1859,58.5685,,0
Res_RTri,OVERALL,77.8662,78.4416,63.2868,875,114,28390,84940,83.5841,93.84,63.1376,63.619,69.7449,76.2832,69.5797,78.1171,83.5873,6.33847,1196,1500,83.5841,93.84,8365.4,83.2541,74.1551,,1
Res_RTri,MOT20-08,62.1277,65.3242,50.93,71,36,5139,23891,69.1665,91.2501,51.7287,50.3619,58.5924,70.8372,55.6564,73.4264,81.7184,6.37593,315,365,69.1665,91.2501,8365.4,75.7526,57.4196,,1
Res_RTri,MOT20-07,81.6592,75.6788,64.8867,91,3,2211,3745,88.6861,92.9958,61.1613,69.2628,67.1092,75.1483,76.3553,80.0658,85.2964,3.77949,115,135,88.6861,92.9958,8365.4,77.5177,73.9253,,1
Res_RTri,MOT20-06,66.8417,67.2032,54.2694,145,55,7351,36174,72.7517,92.9272,53.9568,54.7268,60.4169,71.9991,59.8032,76.3878,82.7726,7.29266,495,577,72.7517,92.9272,8365.4,76.5216,59.908,,1
Res_RTri,MOT20-04,87.1974,86.9958,69.9766,568,20,13689,21130,92.2907,94.8662,68.9772,71.1164,75.6097,78.8928,77.4329,79.5938,84.0827,6.58125,271,423,92.2907,94.8662,8365.4,88.2097,85.8149,,1
ReMOT_box,OVERALL,77.4269,73.1449,61.1506,846,123,28351,86659,83.2519,93.8249,58.6846,63.9361,63.0751,79.4657,69.7726,78.6338,83.9717,6.32976,1789,2121,83.2519,93.8249,10000,77.7896,69.0236,,1
ReMOT_box,MOT20-08,59.3968,57.191,46.4358,68,36,5278,25613,66.9441,90.7645,44.0797,49.1261,46.0416,80.1732,54.0448,73.2752,81.6562,6.54839,570,820,66.9441,90.7645,10000,67.366,49.6864,,1
ReMOT_box,MOT20-07,79.5021,72.7628,59.5905,83,7,2758,3891,88.2451,91.3726,55.2764,64.5717,61.514,72.0149,72.9801,75.5667,83.3312,4.71453,136,151,88.2451,91.3726,10000,74.0522,71.5175,,1
ReMOT_box,MOT20-06,64.8742,60.9855,51.0943,139,54,8494,37450,71.7906,91.817,48.0942,54.4646,51.3372,76.3952,59.6221,76.2541,82.9552,8.42659,688,704,71.7906,91.817,10000,69.4916,54.3346,,1
ReMOT_box,MOT20-04,88.3536,82.4903,69.0964,556,26,11821,19705,92.8106,95.5594,65.6831,72.8458,70.6822,81.0901,78.7482,81.0804,84.8837,5.68317,395,446,92.8106,95.5594,10000,83.7119,81.3039,,1
RekTCL,OVERALL,65.2014,70.1426,55.3023,761,131,61209,114709,77.8308,86.8063,56.2876,54.5721,60.8877,75.2735,62.8313,70.077,81.1501,13.6658,4139,8508,77.8308,86.8063,200,74.187,66.5164,,1
RekTCL,MOT20-08,36.3598,52.2114,40.8144,55,41,17609,30926,60.0872,72.5575,44.1,37.9367,48.2034,70.4564,47.6231,57.5066,79.8561,21.8474,776,1723,60.0872,72.5575,200,57.6293,47.7247,,1
RekTCL,MOT20-07,75.1125,69.5721,56.7346,80,3,2322,5585,83.1274,92.218,53.3762,61.0576,57.7208,75.4344,67.5459,74.9325,81.6352,3.96923,331,551,83.1274,92.218,200,73.3762,66.143,,1
RekTCL,MOT20-06,44.2108,54.3114,42.1385,106,65,22584,49695,62.5669,78.6229,43.1609,41.4159,47.0687,67.6055,49.2745,61.9193,78.5062,22.4048,1785,3294,62.5669,78.6229,200,61.2801,48.7658,,1
RekTCL,MOT20-04,82.3251,81.9379,64.4644,520,22,18694,28503,89.6006,92.9263,62.998,66.1083,67.8359,78.3941,73.1277,75.842,82.2401,8.9875,1247,2940,89.6006,92.9263,200,83.4585,80.4717,,1
RBR,OVERALL,77.4557,78.2652,62.9954,847,128,22793,92843,82.0568,94.9052,62.7858,63.3705,67.9613,78.7912,68.5005,79.2262,83.7668,5.08886,1014,1388,82.0568,94.9052,628,84.3925,72.9673,,1
RBR,MOT20-08,59.9117,69.5525,51.9879,66,42,3786,27052,65.087,93.0171,55.4502,48.8718,58.951,78.0859,52.9021,75.6035,82.2187,4.69727,224,320,65.087,93.0171,628,84.4756,59.1103,,1
RBR,MOT20-07,82.2181,81.4851,68.234,86,3,1810,3988,87.952,94.1468,67.2721,69.5305,72.3546,81.4139,75.7689,81.1055,85.4778,3.09402,88,114,87.952,94.1468,628,84.3547,78.8043,,1
RBR,MOT20-06,66.0899,68.259,54.8933,140,62,5470,39161,70.5017,94.4784,55.5625,54.3378,60.1464,76.6275,58.4181,78.2853,83.2491,5.42659,387,495,70.5017,94.4784,628,79.866,59.5976,,1
RBR,MOT20-04,87.3455,84.3349,68.543,555,21,11727,22642,91.739,95.5439,66.1942,71.115,71.8808,79.198,76.9159,80.106,84.0616,5.63798,315,459,91.739,95.5439,628,86.0838,82.6557,,1
RADTrack,OVERALL,67.1501,70.4678,56.4788,773,111,61134,104597,79.7851,87.1015,56.3677,56.8213,60.3215,77.4918,65.288,71.275,81.7594,13.649,4243,8236,79.7851,87.1015,1040,73.6988,67.5082,,1
RADTrack,MOT20-08,37.4684,54.8846,43.5289,68,36,20273,27338,64.7179,71.2109,46.9091,40.7442,50.9267,72.7073,52.1611,57.3943,79.5785,25.1526,841,1765,64.7179,71.2109,1040,57.6379,52.3824,,1
RADTrack,MOT20-07,76.4539,72.7299,59.0686,79,3,2286,5221,84.2271,92.4219,56.0029,62.918,59.864,77.9679,69.2379,75.9743,82.0602,3.90769,287,476,84.2271,92.4219,1040,76.268,69.5055,,1
RADTrack,MOT20-06,49.0776,55.1471,44.6042,118,51,22616,43058,67.5663,79.8638,43.4378,46.103,46.6243,72.4343,54.795,64.768,80.0572,22.4365,1929,3233,67.5663,79.8638,1040,60.1656,50.9013,,1
RADTrack,MOT20-04,83.1712,81.5234,64.9252,508,21,15959,28980,89.4266,93.8869,62.9289,67.1116,67.0671,80.0787,73.6045,77.2756,82.8083,7.6726,1186,2762,89.4266,93.8869,1040,83.5565,79.5869,,1
QuoVadis,OVERALL,77.7688,75.7044,61.4787,859,118,26249,87594,83.0712,94.2447,59.8698,63.3282,66.9576,73.4902,69.0327,78.3179,83.5405,5.86046,1187,1460,83.0712,94.2447,2000,80.7957,71.2168,,1
QuoVadis,MOT20-08,61.6334,59.9383,47.931,73,36,6099,23292,69.9396,89.8841,45.8441,50.3884,53.3731,66.0488,56.2685,72.3144,81.5506,7.567,337,417,69.9396,89.8841,2000,68.4845,53.2884,,1
QuoVadis,MOT20-07,82.4477,73.7597,64.0811,89,3,1801,3884,88.2662,94.1937,59.5924,69.3269,64.5235,76.2677,75.7241,80.8093,85.3265,3.07863,125,137,88.2662,94.1937,2000,76.2364,71.4389,,1
QuoVadis,MOT20-06,66.0756,63.908,51.8189,143,61,6562,38027,71.3559,93.5217,49.929,53.9164,57.0155,67.2588,58.6261,76.8375,82.8883,6.50992,448,524,71.3559,93.5217,2000,73.8341,56.3345,,1
QuoVadis,MOT20-04,87.429,85.1132,68.5711,554,18,11787,22391,91.8306,95.5264,66.3485,71.0102,73.5494,76.7828,76.8737,79.9676,83.9961,5.66683,277,382,91.8306,95.5264,2000,86.8259,83.4668,,1
QDTrackX,OVERALL,74.739,73.7734,60.0066,797,162,23352,106313,79.4535,94.6251,58.8784,61.374,65.7123,74.8494,66.4358,79.1217,83.8437,5.21366,1042,1973,79.4535,94.6251,600,80.8169,67.8592,,1
QDTrackX,MOT20-08,54.9597,58.4476,46.6384,55,57,2366,32381,58.2094,95.0157,48.5765,45.0047,55.9358,69.7401,47.7986,78.022,82.7408,2.93548,152,421,58.2094,95.0157,600,76.926,47.1271,,1
QDTrackX,MOT20-07,76.611,71.2995,61.0047,85,3,3356,4256,87.1424,89.578,57.2437,65.4735,64.0283,74.37,74.7608,76.8503,85.3267,5.73675,130,181,87.1424,89.578,600,72.2959,70.3302,,1
QDTrackX,MOT20-06,64.6919,65.2682,52.8311,137,68,3989,42535,67.9603,95.7659,53.1463,52.6557,58.4321,72.6393,56.0901,79.0392,83.0292,3.95734,350,649,67.9603,95.7659,600,78.6203,55.7929,,1
QDTrackX,MOT20-04,84.971,81.2676,66.0039,520,34,13641,27141,90.0976,94.7652,62.8019,69.5411,70.0417,76.3485,75.7103,79.6326,84.1625,6.55817,410,722,90.0976,94.7652,600,83.3727,79.2662,,1
PIDMOT,OVERALL,67.4976,71.2571,57.0036,751,206,29891,137270,73.4706,92.7104,58.9587,55.2463,65.0496,74.9644,60.3061,76.0985,82.6417,6.67359,1015,1265,73.4706,92.7104,400,80.5871,63.8632,,1
PIDMOT,MOT20-08,41.2976,49.5479,37.6078,31,80,969,44356,42.7546,97.1581,43.1868,32.8198,48.8834,68.071,34.087,77.4614,81.3711,1.20223,160,216,42.7546,97.1581,400,81.0716,35.6758,,1
PIDMOT,MOT20-07,78.0369,73.3583,60.5198,84,3,2348,4789,85.5322,92.3418,57.2512,64.3891,62.3585,77.1754,71.2488,76.9212,83.2058,4.01368,133,123,85.5322,92.3418,400,76.2785,70.6535,,1
PIDMOT,MOT20-06,47.141,48.5134,39.2217,62,99,1809,68013,48.7688,97.2819,40.188,38.367,45.337,66.0393,39.8746,79.5402,82.5194,1.79464,352,454,48.7688,97.2819,400,72.6429,36.4169,,1
PIDMOT,MOT20-04,83.4916,83.5963,66.628,574,24,24765,20112,92.6621,91.1153,65.8547,67.5617,72.3236,77.7701,76.2931,75.0195,82.7715,11.9062,370,472,92.6621,91.1153,400,82.8986,84.3059,,1
OVBT17,OVERALL,39.9862,37.8064,30.5292,141,374,23368,282949,45.316,90.9372,27.359,34.4328,30.977,60.5816,36.7318,73.7109,81.0791,5.21724,4210,10026,45.316,90.9372,43200,56.8369,28.3231,,0
OVBT17,MOT20-08,12.4826,23.2318,18.7132,5,109,9422,57881,25.2994,67.5383,20.0848,17.8251,21.6783,57.6278,19.8599,53.0173,74.4776,11.6898,509,1327,25.2994,67.5383,43200,42.6253,15.9672,,0
OVBT17,MOT20-07,44.6875,45.9037,34.9242,16,30,865,17241,47.914,94.8281,34.1161,36.2911,36.0878,75.4594,38.2695,75.7404,81.2724,1.47863,203,471,47.914,94.8281,43200,68.3767,34.5488,,0
OVBT17,MOT20-06,22.5645,27.3032,21.7851,16,131,10012,91789,30.8594,80.3609,21.6303,22.2327,23.3731,58.7193,24.0356,62.5912,76.5965,9.93254,1000,2343,30.8594,80.3609,43200,49.2016,18.8939,,0
OVBT17,MOT20-04,55.6322,44.8806,36.0478,104,104,3069,116038,57.6633,98.0951,28.6937,45.5602,33.1057,59.3219,47.4654,80.7467,83.1059,1.47548,2498,5885,57.6633,98.0951,43200,60.6151,35.6314,,0
OUTrack_fm_p,OVERALL,65.4254,65.0638,52.0869,615,165,38243,137770,73.374,90.8487,50.7381,53.7689,53.9475,77.8118,59.4219,73.5739,81.4386,8.53829,2885,7205,73.374,90.8487,884.257,72.8116,58.8063,,0
OUTrack_fm_p,MOT20-08,40.6419,52.7384,40.809,49,52,13087,32374,58.2185,77.5126,43.3953,38.5177,46.8532,73.2894,46.0904,61.3652,79.8722,16.237,532,1212,58.2185,77.5126,884.257,61.4774,46.1747,,0
OUTrack_fm_p,MOT20-07,74.7893,64.5504,53.7269,67,2,1910,6148,81.4265,93.3825,48.1858,60.6627,51.7313,77.026,66.3303,76.0697,81.8391,3.26496,287,441,81.4265,93.3825,884.257,69.2894,60.4181,,0
OUTrack_fm_p,MOT20-06,48.6099,50.5709,40.8029,91,70,13926,53136,59.975,85.1134,39.3436,42.5746,41.7576,73.8732,47.897,67.973,79.5248,13.8155,1162,2235,59.975,85.1134,884.257,61.1693,43.1028,,0
OUTrack_fm_p,MOT20-04,79.4457,74.8099,59.633,408,41,9320,46112,83.176,96.0723,56.1895,63.5318,59.5096,79.9196,67.9387,78.4725,82.3768,4.48077,904,3317,83.176,96.0723,884.257,80.6095,69.7888,,0
OUTrack_fm,OVERALL,68.6434,69.4275,56.2021,719,151,36816,123208,76.1883,91.4587,55.6449,57.0161,59.6141,77.9382,62.8378,75.4323,82.5318,8.21969,2223,5683,76.1883,91.4587,361.21,76.3852,63.6315,,1
OUTrack_fm,MOT20-08,43.7665,53.6183,42.3384,60,43,12825,30213,61.0074,78.6591,43.5523,41.4511,48.3063,70.6382,49.1483,63.3688,79.9051,15.9119,534,1150,61.0074,78.6591,361.21,61.3751,47.6021,,1
OUTrack_fm,MOT20-07,77.7801,72.417,59.0204,78,3,2084,5066,84.6953,93.0808,55.3942,63.6044,59.6381,77.439,69.9794,76.9079,82.7629,3.56239,205,306,84.6953,93.0808,361.21,76.0019,69.155,,1
OUTrack_fm,MOT20-06,51.6749,55.6376,45.3838,113,70,13425,49932,62.3884,86.0519,45.7488,45.196,49.0476,73.3991,50.7063,69.9389,80.8372,13.3185,798,1709,62.3884,86.0519,361.21,66.1891,47.9877,,1
OUTrack_fm,MOT20-04,82.7918,79.3455,64.0779,468,35,8482,37997,86.1367,96.5319,61.2323,67.2125,65.1395,80.6458,71.7214,80.3768,83.6271,4.07788,686,2518,86.1367,96.5319,361.21,84.1333,75.0733,,1
ort_track,OVERALL,69.2789,67.1521,53.9569,765,181,31790,124468,75.9448,92.5156,52.9791,55.2671,58.0107,74.2352,60.6454,73.8779,80.7915,7.09757,2701,5370,75.9448,92.5156,233.28,74.4783,61.1382,,1
ort_track,MOT20-08,36.6501,37.4007,28.5258,22,74,3533,44717,42.2887,90.2672,28.2477,29.3755,30.9065,64.4764,31.0645,66.3087,74.8905,4.38337,836,1982,42.2887,90.2672,233.28,58.6171,27.4612,,1
ort_track,MOT20-07,80.9432,67.2297,55.8975,84,2,1452,4661,85.9189,95.1425,48.6613,64.8014,54.0843,70.8491,70.1741,77.7075,82.1501,2.48205,195,209,85.9189,95.1425,233.28,70.8383,63.9709,,1
ort_track,MOT20-06,53.9407,49.3043,40.3949,89,81,5426,54606,58.8677,93.5078,37.3764,43.9325,40.4812,73.1119,47.0277,74.7007,80.7314,5.38294,1115,2307,58.8677,93.5078,233.28,63.8106,40.1719,,1
ort_track,MOT20-04,84.5237,80.3409,63.5945,570,24,21379,20484,92.5264,92.2252,61.0172,66.5131,66.7923,75.7621,74.4531,74.2108,81.4047,10.2784,555,872,92.5264,92.2252,233.28,80.2101,80.472,,1
OCSORTyolox,OVERALL,75.6674,76.317,62.3578,813,160,19067,105894,79.5345,95.572,62.4729,62.4332,67.4116,79.5637,66.916,80.4091,84.246,4.25698,942,1086,79.5345,95.572,240,84.0113,69.9138,,1
OCSORTyolox,MOT20-08,52.7993,59.5686,45.7899,47,63,1941,34462,55.5237,95.6831,48.6548,43.2292,51.8755,76.9599,45.4899,78.3919,82.4782,2.40819,170,251,55.5237,95.6831,240,81.1111,47.0678,,1
OCSORTyolox,MOT20-07,82.4809,74.9209,65.0841,87,2,1795,3876,88.2904,94.2134,61.0807,69.9309,65.8129,80.13,76.313,81.4325,85.7545,3.06838,128,125,88.2904,94.2134,240,77.4339,72.5658,,1
OCSORTyolox,MOT20-06,62.2845,64.3263,51.8905,116,78,3876,45861,65.4549,95.73,52.4819,51.4019,57.4887,75.6058,54.4762,79.6732,83.3812,3.84524,333,344,65.4549,95.73,240,79.2028,54.1546,,1
OCSORTyolox,MOT20-04,87.7917,85.2783,70.01,563,17,11455,21695,92.0845,95.6584,68.1077,72.1088,73.2654,80.9687,77.8637,80.8857,84.6625,5.50721,311,366,92.0845,95.6584,240,86.9332,83.6853,,1
OCSORTv1,OVERALL,75.5683,79.2003,63.9979,802,161,16949,108676,78.9968,96.0185,65.8858,62.3378,70.9326,80.885,66.5471,80.8863,84.3444,3.7841,791,1504,78.9968,96.0185,265.3,87.7331,72.1802,,1
OCSORTv1,MOT20-08,52.0817,61.5412,47.0082,45,64,1893,35076,54.7313,95.727,52.0248,42.5977,55.2529,78.4695,44.8115,78.3769,82.5035,2.34864,160,369,54.7313,95.727,265.3,84.5895,48.3635,,1
OCSORTv1,MOT20-07,82.5836,79.6579,67.8105,87,2,1533,4123,87.5442,94.9756,66.4241,69.7714,71.0596,82.0888,75.7144,82.1416,85.9906,2.62051,109,140,87.5442,94.9756,265.3,83.0389,76.5415,,1
OCSORTv1,MOT20-06,61.761,67.9736,53.7137,109,79,3378,47109,64.5149,96.2056,56.8376,50.8326,61.8426,77.3107,53.6506,80.0047,83.288,3.35119,278,508,64.5149,96.2056,265.3,84.6685,56.7782,,1
OCSORTv1,MOT20-04,88.0486,87.8045,71.5752,561,16,10145,22368,91.839,96.1258,70.8369,72.4325,76.1606,81.9396,77.8314,81.4644,84.8153,4.8774,244,487,91.839,96.1258,265.3,89.8538,85.8467,,1
OCSORTpublic,OVERALL,59.8996,67.0154,54.3023,478,330,4434,202502,60.8636,98.6116,59.4617,49.6781,65.1153,76.6239,51.5592,83.5365,85.046,0.989953,554,2345,60.8636,98.6116,162,87.7971,54.1888,,0
OCSORTpublic,MOT20-08,25.8518,33.3058,29.5442,9,123,167,57242,26.1241,99.1817,40.779,21.4289,47.2957,65.0298,21.8047,82.7829,84.2154,0.207196,44,194,26.1241,99.1817,162,79.8765,21.0392,,0
OCSORTpublic,MOT20-07,62.4241,67.4422,54.193,32,16,587,11770,64.4422,97.3218,56.004,52.6907,61.124,77.4395,55.566,83.9168,86.6507,1.00342,81,129,64.4422,97.3218,162,84.6473,56.0497,,0
OCSORTpublic,MOT20-06,35.7495,41.3081,33.7916,23,132,386,84696,36.2022,99.2033,38.7172,29.5365,44.405,64.8648,30.2637,82.9301,84.5295,0.382937,215,787,36.2022,99.2033,162,77.2514,28.1914,,0
OCSORTpublic,MOT20-04,80.9175,82.8006,66.1195,414,59,3294,48794,82.1974,98.559,65.6697,66.6792,71.2627,79.8274,69.8018,83.6959,85.0739,1.58365,214,1235,82.1974,98.559,162,91.0414,75.9278,,0
MPTC,OVERALL,60.6071,59.7464,48.4795,635,208,45318,153978,70.2415,88.9135,46.5296,50.7382,51.6141,66.4016,56.8034,71.9853,81.3578,10.1179,4533,5163,70.2415,88.9135,6802.6,67.6874,53.473,64.5345,0
